,awardYear,category,knownName.en,motivation,prizeAmountAdjusted,wikipedia.english,links.href
579,2012,Economic Sciences,Lloyd S. Shapley,for the theory of stable allocations and the practice of market design,9471572.0,https://en.wikipedia.org/wiki/Lloyd_Shapley,https://api.nobelprize.org/2/laureate/883
865,2012,Physiology or Medicine,Sir John B. Gurdon,for the discovery that mature cells can be reprogrammed to become pluripotent,9471572.0,https://en.wikipedia.org/wiki/John_Gurdon,https://api.nobelprize.org/2/laureate/874
643,2012,Literature,Mo Yan,"who with hallucinatory realism merges folk tales, history and the contemporary",9471572.0,https://en.wikipedia.org/wiki/Mo_Yan,https://api.nobelprize.org/2/laureate/880
258,2012,Peace,,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",9471572.0,https://en.wikipedia.org/wiki/European_Union,https://api.nobelprize.org/2/laureate/881
840,2012,Physiology or Medicine,Shinya Yamanaka,for the discovery that mature cells can be reprogrammed to become pluripotent,9471572.0,https://en.wikipedia.org/wiki/Shinya_Yamanaka,https://api.nobelprize.org/2/laureate/875
836,2012,Physics,Serge Haroche,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,9471572.0,https://en.wikipedia.org/wiki/Serge_Haroche,https://api.nobelprize.org/2/laureate/876
791,2012,Chemistry,Robert J. Lefkowitz,for studies of G-protein-coupled receptors,9471572.0,https://en.wikipedia.org/wiki/Robert_Lefkowitz,https://api.nobelprize.org/2/laureate/878
114,2012,Chemistry,Brian Kobilka,for studies of G-protein-coupled receptors,9471572.0,https://en.wikipedia.org/wiki/Brian_Kobilka,https://api.nobelprize.org/2/laureate/879
894,2011,Peace,Tawakkol Karman,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,11946007.0,https://en.wikipedia.org/wiki/Tawakkol_Karman,https://api.nobelprize.org/2/laureate/871
747,2011,Physiology or Medicine,Ralph M. Steinman,for his discovery of the dendritic cell and its role in adaptive immunity,11946007.0,https://en.wikipedia.org/wiki/Ralph_M._Steinman,https://api.nobelprize.org/2/laureate/863
167,2011,Chemistry,Dan Shechtman,for the discovery of quasicrystals,11946007.0,https://en.wikipedia.org/wiki/Dan_Shechtman,https://api.nobelprize.org/2/laureate/867
908,2011,Economic Sciences,Thomas J. Sargent,for their empirical research on cause and effect in the macroeconomy,11946007.0,https://en.wikipedia.org/wiki/Thomas_J._Sargent,https://api.nobelprize.org/2/laureate/872
915,2011,Literature,Tomas Tranströmer,"because, through his condensed, translucent images, he gives us fresh access to reality",11946007.0,https://en.wikipedia.org/wiki/Tomas_Tranströmer,https://api.nobelprize.org/2/laureate/868
115,2011,Physics,Brian P. Schmidt,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,11946007.0,https://en.wikipedia.org/wiki/Brian_Schmidt,https://api.nobelprize.org/2/laureate/865
116,2011,Physiology or Medicine,Bruce A. Beutler,for their discoveries concerning the activation of innate immunity,11946007.0,https://en.wikipedia.org/wiki/Bruce_Beutler,https://api.nobelprize.org/2/laureate/861
9,2011,Physics,Adam G. Riess,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,11946007.0,https://en.wikipedia.org/wiki/Adam_Riess,https://api.nobelprize.org/2/laureate/866
153,2011,Economic Sciences,Christopher A. Sims,for their empirical research on cause and effect in the macroeconomy,11946007.0,https://en.wikipedia.org/wiki/Christopher_A._Sims,https://api.nobelprize.org/2/laureate/873
523,2011,Physiology or Medicine,Jules A. Hoffmann,for their discoveries concerning the activation of innate immunity,11946007.0,https://en.wikipedia.org/wiki/Jules_A._Hoffmann,https://api.nobelprize.org/2/laureate/862
230,2011,Peace,Ellen Johnson Sirleaf,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,11946007.0,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,https://api.nobelprize.org/2/laureate/869
831,2011,Physics,Saul Perlmutter,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,11946007.0,https://en.wikipedia.org/wiki/Saul_Perlmutter,https://api.nobelprize.org/2/laureate/864
575,2011,Peace,Leymah Gbowee,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,11946007.0,https://en.wikipedia.org/wiki/Leymah_Gbowee,https://api.nobelprize.org/2/laureate/870
220,2010,Chemistry,Ei-ichi Negishi,for palladium-catalyzed cross couplings in organic synthesis,12256203.0,https://en.wikipedia.org/wiki/Ei-ichi_Negishi,https://api.nobelprize.org/2/laureate/852
759,2010,Chemistry,Richard F. Heck,for palladium-catalyzed cross couplings in organic synthesis,12256203.0,https://en.wikipedia.org/wiki/Richard_F._Heck,https://api.nobelprize.org/2/laureate/851
605,2010,Literature,Mario Vargas Llosa,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",12256203.0,https://en.wikipedia.org/wiki/Mario_Vargas_Llosa,https://api.nobelprize.org/2/laureate/854
786,2010,Physiology or Medicine,Robert G. Edwards,for the development of in vitro fertilization,12256203.0,https://en.wikipedia.org/wiki/Robert_G._Edwards,https://api.nobelprize.org/2/laureate/848
166,2010,Economic Sciences,Dale T. Mortensen,for their analysis of markets with search frictions,12256203.0,https://en.wikipedia.org/wiki/Dale_T._Mortensen,https://api.nobelprize.org/2/laureate/857
15,2010,Chemistry,Akira Suzuki,for palladium-catalyzed cross couplings in organic synthesis,12256203.0,https://en.wikipedia.org/wiki/Akira_Suzuki_(chemist),https://api.nobelprize.org/2/laureate/853
55,2010,Physics,Andre Geim,for groundbreaking experiments regarding the two-dimensional material graphene,12256203.0,https://en.wikipedia.org/wiki/Andre_Geim,https://api.nobelprize.org/2/laureate/849
719,2010,Economic Sciences,Peter A. Diamond,for their analysis of markets with search frictions,12256203.0,https://en.wikipedia.org/wiki/Peter_Diamond,https://api.nobelprize.org/2/laureate/856
152,2010,Economic Sciences,Christopher A. Pissarides,for their analysis of markets with search frictions,12256203.0,https://en.wikipedia.org/wiki/Christopher_A._Pissarides,https://api.nobelprize.org/2/laureate/858
578,2010,Peace,Liu Xiaobo,for his long and non-violent struggle for fundamental human rights in China,12256203.0,https://en.wikipedia.org/wiki/Liu_Xiaobo,https://api.nobelprize.org/2/laureate/855
554,2010,Physics,Konstantin Novoselov,for groundbreaking experiments regarding the two-dimensional material graphene,12256203.0,https://en.wikipedia.org/wiki/Konstantin_Novoselov,https://api.nobelprize.org/2/laureate/850
228,2009,Economic Sciences,Elinor Ostrom,"for her analysis of economic governance, especially the commons",12413793.0,https://en.wikipedia.org/wiki/Elinor_Ostrom,https://api.nobelprize.org/2/laureate/846
229,2009,Physiology or Medicine,Elizabeth H. Blackburn,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,12413793.0,https://en.wikipedia.org/wiki/Elizabeth_Blackburn,https://api.nobelprize.org/2/laureate/835
314,2009,Physics,George E. Smith,for the invention of an imaging semiconductor circuit - the CCD sensor,12413793.0,https://en.wikipedia.org/wiki/George_E._Smith,https://api.nobelprize.org/2/laureate/840
440,2009,Physiology or Medicine,Jack W. Szostak,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,12413793.0,https://en.wikipedia.org/wiki/Jack_W._Szostak,https://api.nobelprize.org/2/laureate/837
8,2009,Chemistry,Ada E. Yonath,for studies of the structure and function of the ribosome,12413793.0,https://en.wikipedia.org/wiki/Ada_Yonath,https://api.nobelprize.org/2/laureate/843
399,2009,Literature,Herta Müller,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",12413793.0,https://en.wikipedia.org/wiki/Herta_Müller,https://api.nobelprize.org/2/laureate/844
131,2009,Physiology or Medicine,Carol W. Greider,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,12413793.0,https://en.wikipedia.org/wiki/Carol_W._Greider,https://api.nobelprize.org/2/laureate/836
91,2009,Peace,Barack H. Obama,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,12413793.0,https://en.wikipedia.org/wiki/Barack_Obama,https://api.nobelprize.org/2/laureate/845
676,2009,Economic Sciences,Oliver E. Williamson,"for his analysis of economic governance, especially the boundaries of the firm",12413793.0,https://en.wikipedia.org/wiki/Oliver_E._Williamson,https://api.nobelprize.org/2/laureate/847
142,2009,Physics,Charles K. Kao,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,12413793.0,https://en.wikipedia.org/wiki/Charles_K._Kao,https://api.nobelprize.org/2/laureate/838
903,2009,Chemistry,Thomas A. Steitz,for studies of the structure and function of the ribosome,12413793.0,https://en.wikipedia.org/wiki/Thomas_A._Steitz,https://api.nobelprize.org/2/laureate/842
928,2009,Chemistry,Venkatraman Ramakrishnan,for studies of the structure and function of the ribosome,12413793.0,https://en.wikipedia.org/wiki/Venkatraman_Ramakrishnan,https://api.nobelprize.org/2/laureate/841
953,2009,Physics,Willard S. Boyle,for the invention of an imaging semiconductor circuit - the CCD sensor,12413793.0,https://en.wikipedia.org/wiki/Willard_Boyle,https://api.nobelprize.org/2/laureate/839
277,2008,Physiology or Medicine,Françoise Barré-Sinoussi,for their discovery of human immunodeficiency virus,12377622.0,https://en.wikipedia.org/wiki/Françoise_Barré-Sinoussi,https://api.nobelprize.org/2/laureate/824
987,2008,Physics,Yoichiro Nambu,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,12377622.0,https://en.wikipedia.org/wiki/Yoichiro_Nambu,https://api.nobelprize.org/2/laureate/826
709,2008,Economic Sciences,Paul Krugman,for his analysis of trade patterns and location of economic activity,12377622.0,https://en.wikipedia.org/wiki/Paul_Krugman,https://api.nobelprize.org/2/laureate/834
918,2008,Physics,Toshihide Maskawa,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,12377622.0,https://en.wikipedia.org/wiki/Toshihide_Maskawa,https://api.nobelprize.org/2/laureate/828
367,2008,Physiology or Medicine,Harald zur Hausen,for his discovery of human papilloma viruses causing cervical cancer,12377622.0,https://en.wikipedia.org/wiki/Harald_zur_Hausen,https://api.nobelprize.org/2/laureate/823
596,2008,Physics,Makoto Kobayashi,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,12377622.0,https://en.wikipedia.org/wiki/Makoto_Kobayashi_(physicist),https://api.nobelprize.org/2/laureate/827
681,2008,Chemistry,Osamu Shimomura,"for the discovery and development of the green fluorescent protein, GFP",12377622.0,https://en.wikipedia.org/wiki/Osamu_Shimomura,https://api.nobelprize.org/2/laureate/829
809,2008,Chemistry,Roger Y. Tsien,"for the discovery and development of the green fluorescent protein, GFP",12377622.0,https://en.wikipedia.org/wiki/Roger_Y._Tsien,https://api.nobelprize.org/2/laureate/831
589,2008,Physiology or Medicine,Luc Montagnier,for their discovery of human immunodeficiency virus,12377622.0,https://en.wikipedia.org/wiki/Luc_Montagnier,https://api.nobelprize.org/2/laureate/825
614,2008,Peace,Martti Ahtisaari,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",12377622.0,https://en.wikipedia.org/wiki/Martti_Ahtisaari,https://api.nobelprize.org/2/laureate/833
607,2008,Chemistry,Martin Chalfie,"for the discovery and development of the green fluorescent protein, GFP",12377622.0,https://en.wikipedia.org/wiki/Martin_Chalfie,https://api.nobelprize.org/2/laureate/830
465,2008,Literature,Jean-Marie Gustave Le Clézio,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",12377622.0,https://en.wikipedia.org/wiki/J._M._G._Le_Clézio,https://api.nobelprize.org/2/laureate/832
333,2007,Chemistry,Gerhard Ertl,for his studies of chemical processes on solid surfaces,12802893.0,https://en.wikipedia.org/wiki/Gerhard_Ertl,https://api.nobelprize.org/2/laureate/816
803,2007,Economic Sciences,Roger B. Myerson,for having laid the foundations of mechanism design theory,12802893.0,https://en.wikipedia.org/wiki/Roger_Myerson,https://api.nobelprize.org/2/laureate/822
867,2007,Physiology or Medicine,Sir Martin J. Evans,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,12802893.0,https://en.wikipedia.org/wiki/Martin_Evans,https://api.nobelprize.org/2/laureate/812
413,2007,Peace,,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",12802893.0,https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change,https://api.nobelprize.org/2/laureate/818
